temp_id	state	age	gender	ethnicity	marital	children	education	income
116	Louisiana	36-45	M	African American	Single	0	High School	< 15K
117	New York	66+	F	White/Other	Single	0	High School	20K-30K
118	Pennsylvania		F	White/Other	Single	0		75K-100K
119	Minnesota	66+	M	White/Other	Single	0		50K-75K
120	Georgia	46-55	M	White/Other	Married	2	College	> 125K
121	Missouri	66+	F	White/Other	Single	0		30K-40K
122	Alabama	66+	F	White/Other	Single	1	High School	50K-75K
123	Illinois		F	Hispanic	Single	0		< 15K
124	Texas	56-65	F	White/Other	Married	2	College	30K-40K
125	Massachusetts	26-35	M	White/Other	Single	0	High School	75K-100K
126	West Virginia	66+	M	White/Other	Married	1	High School	20K-30K
127	New York		F	African American	Single	0		50K-75K
128	Louisiana		F	White/Other	Single	0		40K-50K
129	California		M	White/Other	Single	0	High School	75K-100K
130	Florida	66+	F	African American	Married	0	College	< 15K
131	Texas	66+	M	White/Other	Single	0		20K-30K
132	Ohio	46-55	M	White/Other	Single	2	High School	> 125K
133	South Dakota		M	White/Other	Married	1	High School	15K-20K
134	Maryland	26-35	M	White/Other	Married	1	High School	> 125K
135	Florida	46-55	F	White/Other	Married	0		20K-30K
136	Maryland			African American	Single	0		15K-20K
137	New York	66+	M	White/Other	Married	0	Grad School	30K-40K
138	Texas	56-65	F	African American	Married	0	College	30K-40K
139	Oregon	36-45	F	African American	Single	0		< 15K
140	Arizona		F	White/Other	Married	1		30K-40K
141	Florida	66+	M	African American	Single	1	High School	< 15K
142	North Dakota		F	White/Other	Single	0		20K-30K
143	Texas	36-45	F	Hispanic	Married	2	College	40K-50K
144	Nevada	56-65	M	White/Other	Married	0	Grad School	50K-75K
145	Alabama	56-65	F	White/Other	Married	1	Grad School	> 125K
146	Ohio	66+	F	White/Other	Married	0	High School	< 15K
147	California		M	White/Other	Married	1		50K-75K
148	Indiana	46-55	F	White/Other	Married	0	High School	50K-75K
149	Iowa	66+	F	White/Other	Married	1	High School	40K-50K
150	New Jersey	66+	F	White/Other	Single	0	College	20K-30K
151	Nebraska	66+	F	White/Other	Married	0	Grad School	< 15K
152	Massachusetts	36-45	M	White/Other	Single	1	High School	75K-100K
153	Georgia	36-45	F	White/Other	Married	1	Grad School	50K-75K
154	Texas	66+	F	Hispanic	Married	1	College	15K-20K
155	Louisiana	66+	M	African American	Married	0	High School	< 15K
156	Illinois	26-35	F	White/Other	Single	1	High School	30K-40K
157	Texas	66+	F	White/Other	Married	1	College	50K-75K
158	Arizona	18-25	M	Hispanic	Married	0	College	50K-75K
159	Ohio	66+	M	White/Other	Single	0	High School	50K-75K
160	Florida	26-35	F	White/Other	Married	1	High School	50K-75K
161	Alaska	26-35	M	White/Other	Single	1	High School	40K-50K
162	Texas			White/Other	Married	0		> 125K
163	Michigan	46-55	F	African American	Single	1	High School	< 15K
164	Hawaii	66+	F	Asian	Single	0	Grad School	> 125K
165	Pennsylvania	56-65	F	White/Other	Married	1	College	50K-75K
166	California		F	Hispanic	Married	0		> 125K
167	Illinois	46-55	M	White/Other	Married	4	High School	100K-125K
168	Florida	26-35	M	Hispanic	Married	0		50K-75K
169	California	46-55	M	Asian	Married	2	College	> 125K
170	California	66+	M	White/Other	Single	0	College	20K-30K
171	North Carolina	56-65	F	White/Other	Married	0	High School	100K-125K
172	Minnesota	66+	M	White/Other	Married	0	Grad School	> 125K
173	New York	56-65	F	White/Other	Married	0	College	30K-40K
174	New Hampshire			White/Other	Single	0		> 125K
175	Colorado	36-45	M	White/Other	Single	0	College	75K-100K
176	Texas		F	White/Other	Married	1		75K-100K
177	Illinois	66+	M	White/Other	Married	0		> 125K
178	Texas	36-45	F	Hispanic	Single	1	Grad School	40K-50K
179	California	18-25	F	White/Other	Married	2	College	> 125K
180	Florida	46-55	F	White/Other	Married	0		50K-75K
181	New York	66+	M	African American	Single	0		< 15K
182	Texas	46-55	M	White/Other	Married	1		75K-100K
183	Maryland	36-45	M	White/Other	Single	1	College	75K-100K
184	Oregon	66+	F	White/Other	Married	0	High School	> 125K
185	Louisiana	56-65	M	White/Other	Married	1	High School	50K-75K
186	Pennsylvania	26-35	F	White/Other	Single	0	High School	15K-20K
187	Massachusetts		F	Asian	Married	0		> 125K
188	California	26-35	F	White/Other	Married	1	Grad School	50K-75K
189	Florida	66+	F	White/Other	Single	0	High School	< 15K
190	New York	66+	M	White/Other	Married	0	College	40K-50K
191	Michigan	56-65	F	White/Other	Single	0	Grad School	20K-30K
192	Florida	46-55	M	White/Other	Single	1	College	< 15K
193	Ohio	66+	F	White/Other	Single	0	High School	30K-40K
194	Maryland		M	Asian	Single	0		> 125K
195	Massachusetts	66+	F	White/Other	Married	0	College	75K-100K
196	California	66+	F	White/Other	Married	0	Grad School	> 125K
197	North Carolina		F	White/Other	Single	0		40K-50K
198	New York				Single	0		> 125K
199	Ohio	46-55	F	White/Other	Married	0	High School	< 15K
200	Florida		F	Hispanic	Single	0	Grad School	15K-20K
201	Alabama	36-45	M	African American	Married	1	High School	100K-125K
202	Montana	56-65	M	White/Other	Married	0	High School	< 15K
203	Mississippi	66+	F	White/Other	Single	0	College	30K-40K
204	California	26-35	M	White/Other	Single	0	High School	> 125K
205	New Mexico	56-65	F	White/Other	Married	0	College	50K-75K
206	California	66+	M	White/Other	Married	0	College	100K-125K
207	Georgia	26-35	F	White/Other	Single	1	High School	> 125K
208	Illinois	36-45	M	White/Other	Single	1	High School	50K-75K
209	New Jersey	66+	M	White/Other	Single	0	College	30K-40K
210	Ohio	56-65	F	White/Other	Married	1	High School	30K-40K
211	Iowa	18-25	M	White/Other	Married	0		50K-75K
212	California	18-25	F	African American	Single	0	High School	30K-40K
213	Pennsylvania	46-55	F	White/Other	Married	2	College	50K-75K
214	Massachusetts	66+	F	Hispanic	Single	1	High School	50K-75K
215	California	46-55	F	White/Other	Single	0		20K-30K
216	New Hampshire	66+	M	White/Other	Married	0	Grad School	30K-40K
217	Arkansas	56-65	F	White/Other	Married	0	College	75K-100K
218	California	18-25	M	Asian	Single	0	High School	75K-100K
219	Tennessee	46-55	F	White/Other	Married	1	High School	> 125K
220	Maryland	36-45	M	White/Other	Single	1	College	30K-40K
221	Nebraska		F	White/Other	Married	0	College	75K-100K
222	California	56-65	M	White/Other	Single	0	College	75K-100K
223	Connecticut	26-35	F	White/Other	Married	1	High School	75K-100K
224	Florida	36-45	F	African American	Single	1	High School	< 15K
225	California			White/Other	Single	0		> 125K
226	New Jersey	46-55	M	White/Other	Married	2	High School	50K-75K
227	Tennessee	36-45	M	White/Other	Married	1	High School	30K-40K
228	Maryland	66+	F	African American	Married	1	College	> 125K
229	North Carolina		F	African American	Single	0		< 15K
230	California	18-25	F	White/Other	Single	0	High School	100K-125K
231	California	56-65	M	White/Other	Single	0	College	75K-100K
232	Minnesota	18-25	F	White/Other	Single	0	High School	< 15K
233	Tennessee	36-45	F	White/Other	Married	2	College	20K-30K
234	New Jersey	46-55	M	White/Other	Single	2	High School	50K-75K
235	Kentucky	56-65	F	White/Other	Married	0	Grad School	50K-75K
236	Florida				Single	0		50K-75K
237	Indiana	36-45	M	White/Other	Single	0		20K-30K
238	South Carolina	36-45	F	White/Other	Married	0	High School	75K-100K
239	Massachusetts	66+	F	White/Other	Married	0		30K-40K
240	Arizona		F	Hispanic	Married	0		75K-100K
241	North Carolina		M	White/Other	Married	0		50K-75K
242	Michigan	56-65	M	White/Other	Married	1		30K-40K
243	California	66+	F	White/Other	Single	1		75K-100K
244	Illinois	56-65	F	African American	Married	0	Vocational	50K-75K
245	New York			White/Other	Single	0		30K-40K
246	Georgia	46-55	M	Hispanic	Married	1	College	30K-40K
247	Maryland	46-55	F	White/Other	Married	2	High School	20K-30K
248	South Carolina	46-55	M	White/Other	Married	1		50K-75K
249	South Carolina	26-35	M	African American	Single	0	High School	40K-50K
250	Iowa	66+	F	White/Other	Married	0	College	100K-125K
251	New York		F	White/Other	Single	0		> 125K
252	Arizona	66+	M	White/Other	Single	0		< 15K
253	Wisconsin	56-65	F	White/Other	Married	1	High School	40K-50K
254	Colorado	66+	M	White/Other	Married	0		50K-75K
255	California			White/Other	Married	0		75K-100K
256	West Virginia	66+	M	White/Other	Married	0	High School	50K-75K
257	Indiana	46-55	F	White/Other	Married	1	High School	> 125K
258	New Mexico	66+	M	Hispanic	Married	1		30K-40K
259	New Jersey	66+	F	White/Other	Single	1		40K-50K
260	Massachusetts	36-45	M	White/Other	Single	2	College	75K-100K
261	Nebraska	66+	F	White/Other	Single	0		30K-40K
262	Idaho	36-45	M	White/Other	Single	0	College	30K-40K
263	Illinois	66+	M	White/Other	Married	1	College	> 125K
264	Hawaii	46-55	M	Hispanic	Married	0		75K-100K
265	Wisconsin	56-65	F	White/Other	Married	1	High School	50K-75K
266	South Carolina	66+	M	White/Other	Married	0	High School	30K-40K
267	Florida	26-35	F	Asian	Single	1		75K-100K
268	Wisconsin	46-55	F	White/Other	Single	0		< 15K
269	Illinois			Asian	Married	1		50K-75K
270	New York	36-45	M	Hispanic	Single	1	College	15K-20K
271	Florida	18-25	M	White/Other	Married	0	High School	75K-100K
272	Virginia	36-45	F	African American	Single	0	College	50K-75K
273	Maryland	66+	M	African American	Single	0		20K-30K
274	Texas	66+	F	White/Other	Married	1	High School	50K-75K
275	Texas	26-35	F	Hispanic	Married	0	High School	20K-30K
276	Texas	26-35	F	White/Other	Married	0	High School	40K-50K
277	Florida	36-45	F	Hispanic	Married	0	Grad School	50K-75K
278	Illinois	56-65	F	White/Other	Single	0	Grad School	40K-50K
279	California	46-55	M	White/Other	Married	0		100K-125K
280	Connecticut	26-35	M	Hispanic	Single	0	High School	< 15K
281	Georgia		F	White/Other	Married	0		75K-100K
282	California	66+	M	White/Other	Married	0	College	50K-75K
283	Michigan	66+	M	White/Other	Single	0	High School	30K-40K
284	Minnesota	46-55	F	White/Other	Single	1	College	50K-75K
285	Virginia	66+	M	White/Other	Married	1	Vocational	20K-30K
286	Idaho	46-55	M	White/Other	Married	0		75K-100K
287	Rhode Island	46-55	M	White/Other	Married	1	High School	30K-40K
288	Texas	26-35	F	African American	Single	1		50K-75K
289	North Carolina	66+	F	White/Other	Married	2		40K-50K
290	New York	66+	M	Hispanic	Married	0	Grad School	> 125K
291	Texas		M	White/Other	Married	0		30K-40K
292	Pennsylvania	56-65	M	White/Other	Married	2	College	50K-75K
293	Missouri	66+	F	White/Other	Single	0	Grad School	50K-75K
294	Florida	46-55	F	White/Other	Married	0	College	50K-75K
295	Maryland	66+	F	African American	Single	0	Grad School	50K-75K
296	Virginia	26-35	M	White/Other	Single	1	High School	20K-30K
297	California			White/Other	Single	0		50K-75K
298	Tennessee		F	White/Other	Married	4		50K-75K
299	Florida	66+	M	White/Other	Married	1	High School	100K-125K
300	Georgia	26-35	F	White/Other	Single	1	College	> 125K
301	Ohio		F	African American	Single	0		30K-40K
302	Tennessee	56-65	F	White/Other	Married	3	Vocational	50K-75K
303	Michigan			African American	Single	0		30K-40K
304	Maine			African American	Single	1		50K-75K
305	Maryland	66+	M	White/Other	Married	0	College	30K-40K
306	Iowa		M	White/Other	Single	0		40K-50K
307	Alaska	18-25	F	Asian	Married	0	High School	100K-125K
308	Wisconsin	46-55	F	White/Other	Single	2	Grad School	> 125K
309	Tennessee	36-45	F	White/Other	Married	1	High School	> 125K
310	Texas			White/Other	Single	0		75K-100K
311	Virginia	36-45	F	White/Other	Single	1	College	50K-75K
312	Massachusetts	26-35	F	White/Other	Married	1	High School	> 125K
313	Idaho	66+	F	White/Other	Married	0	College	> 125K
314	Tennessee		M	White/Other	Single	0		< 15K
315	New York		F	White/Other	Married	0		50K-75K
316	New York	26-35	M	African American	Single	0	High School	15K-20K
317	Arizona	36-45	M	White/Other	Married	0	High School	40K-50K
318	Virginia	46-55	F	African American	Single	1	High School	15K-20K
319	Arkansas	56-65	F	White/Other	Single	1	High School	50K-75K
320	Alabama	66+	M	White/Other	Single	0	College	40K-50K
321	Indiana	66+	F	Hispanic	Married	1		< 15K
322	North Carolina	56-65	M	White/Other	Married	0	College	50K-75K
323	Wisconsin	46-55	M	White/Other	Married	1	High School	50K-75K
324	Oklahoma	36-45	M	White/Other	Single	0	High School	75K-100K
325	California	26-35	F	African American	Single	0	High School	75K-100K
326	Colorado	56-65	M	White/Other	Single	0	High School	50K-75K
327	Pennsylvania	66+	F	Hispanic	Married	1	College	30K-40K
328	New Hampshire	66+	M	White/Other	Single	0		50K-75K
329	Ohio	56-65	M	White/Other	Married	0	High School	> 125K
330	Wisconsin	66+	F	African American	Married	0	High School	30K-40K
331	Florida	26-35	F	Hispanic	Single	0	High School	< 15K
332	New York	18-25	F	White/Other	Married	3	College	50K-75K
333	Alabama	46-55	M	African American	Married	0	College	> 125K
334	Hawaii	36-45	M	Hispanic	Single	0	College	75K-100K
335	Maryland	46-55	M	White/Other	Married	2	Grad School	> 125K
336	Massachusetts	26-35	M	White/Other	Married	1	College	20K-30K
337	New York	66+	F	Asian	Married	0		100K-125K
338	Georgia	36-45	F	African American	Single	0	High School	20K-30K
339	Florida	18-25	F	White/Other	Married	3	High School	100K-125K
340	Arizona	26-35	F	White/Other	Married	1	High School	< 15K
341	Mississippi	56-65		African American	Married	0		20K-30K
342	Tennessee	26-35	F	African American	Single	1		30K-40K
343	Massachusetts	56-65	M	White/Other	Married	3	High School	40K-50K
344	California	18-25	M	White/Other	Married	2	High School	30K-40K
345	Vermont	46-55	F	White/Other	Single	1	High School	50K-75K
346	Pennsylvania	18-25	M	White/Other	Married	1		50K-75K
347	Nebraska	18-25	F	White/Other	Married	3	High School	50K-75K
348	Ohio				Married	0		30K-40K
349	Louisiana	36-45	M	White/Other	Married	0	High School	50K-75K
350	Minnesota	26-35	M	White/Other	Single	0		< 15K
351	Tennessee	66+	M	White/Other	Married	0	College	30K-40K
352	Hawaii	36-45	F	Asian	Single	1		50K-75K
353	Michigan	46-55	M	White/Other	Single	0	Grad School	15K-20K
354	California	56-65	F	Hispanic	Married	1		100K-125K
355	Texas	66+	M	African American	Married	1	College	20K-30K
356	Oregon		M	White/Other	Married	0		40K-50K
357	Pennsylvania	18-25	F	White/Other	Married	2	High School	< 15K
358	Minnesota	56-65	F	White/Other	Married	2	College	> 125K
359	Minnesota	46-55	M	White/Other	Married	0	High School	100K-125K
360	Louisiana	66+	F	White/Other	Married	2	College	20K-30K
361	Florida	66+	F	White/Other	Single	0		< 15K
362	Ohio			White/Other	Single	0		15K-20K
363	Nebraska	26-35	M	White/Other	Single	0	High School	> 125K
364	North Carolina	66+	F	White/Other	Married	1	Grad School	75K-100K
365	California	36-45	M	Hispanic	Married	0		100K-125K
366	California			White/Other	Single	0		< 15K
367	New Jersey	66+	M	White/Other	Married	1	Grad School	100K-125K
368	California	26-35	F	Hispanic	Married	1		< 15K
369	Texas	36-45	F	Hispanic	Single	1	High School	30K-40K
370	New Mexico	66+	F	White/Other	Single	0	High School	50K-75K
371	Missouri	66+	F	White/Other	Married	1	College	15K-20K
372	Indiana	46-55	M	White/Other	Single	0	High School	50K-75K
373	New York	66+	F	Asian	Married	1		15K-20K
374	Michigan	66+	M	White/Other	Married	0		30K-40K
375	California	18-25		Hispanic	Married	0		< 15K
376	Colorado	56-65	M	White/Other	Married	1	High School	> 125K
377	California	36-45	M	White/Other	Single	0	Grad School	75K-100K
378	Washington	46-55	M	White/Other	Married	0	College	> 125K
379	Tennessee	66+	F	White/Other	Married	0		50K-75K
380	Florida	36-45	M	White/Other	Single	1	College	> 125K
381	Ohio	36-45	F	White/Other	Married	0	High School	50K-75K
382	Oklahoma	46-55	M	White/Other	Married	1		50K-75K
383	Texas	18-25	F	Hispanic	Married	1	High School	40K-50K
384	New Jersey			White/Other	Single	0		< 15K
385	Texas		F	Hispanic	Married	1	High School	30K-40K
386	Iowa	56-65	M	White/Other	Married	1	College	50K-75K
387	Colorado		F	White/Other	Single	0		20K-30K
388	Florida	66+	F	White/Other	Married	0	Grad School	40K-50K
389	New York	46-55	F	African American	Single	4	High School	50K-75K
390	Colorado	56-65	M	White/Other	Single	0		< 15K
391	Ohio	66+	M	African American	Single	0	High School	40K-50K
392	North Carolina	36-45	M	White/Other	Single	0		< 15K
393	New Jersey	46-55	F	African American	Married	0	High School	30K-40K
394	Connecticut	36-45	M	White/Other	Married	1	High School	50K-75K
395	Virginia	46-55	F	White/Other	Married	2	High School	40K-50K
396	Florida		M	White/Other	Single	0		< 15K
397	Connecticut	36-45	F	White/Other	Single	0	College	> 125K
398	California	18-25	F	White/Other	Single	0		20K-30K
399	North Carolina	66+	F	African American	Single	1	High School	30K-40K
400	New York	66+	F	Hispanic	Married	1	High School	50K-75K
401	South Carolina	56-65	F	White/Other	Single	0	High School	100K-125K
402	California	26-35	M	Asian	Single	1	High School	50K-75K
403	Massachusetts	66+	F	White/Other	Single	0		100K-125K
404	North Carolina	36-45	F	White/Other	Single	0	College	100K-125K
405	New Jersey	56-65	M	Hispanic	Single	0		75K-100K
406	Michigan	46-55	M	White/Other	Married	0	High School	30K-40K
407	New York	56-65	M	White/Other	Married	0		< 15K
408	Wisconsin	56-65	M	White/Other	Married	0	College	> 125K
409	Florida	26-35	F	White/Other	Married	1	High School	> 125K
410	Georgia	56-65	M	African American	Married	1	High School	20K-30K
411	Louisiana	46-55	F	White/Other	Married	0		50K-75K
412	Louisiana		F	White/Other	Married	1		50K-75K
413	North Carolina	26-35	M	White/Other	Single	0	Grad School	100K-125K
414	Indiana	56-65	F	White/Other	Single	0		30K-40K
415	California		M	White/Other	Single	0		> 125K
416	Florida	36-45	F	White/Other	Married	1	College	50K-75K
417	Minnesota	66+	F	White/Other	Married	0	High School	50K-75K
418	Nebraska		M	White/Other	Married	0		> 125K
419	Georgia	66+	M	White/Other	Single	0		50K-75K
420	Pennsylvania	36-45	M	Asian	Single	1	High School	30K-40K
421	Kentucky	46-55	M	White/Other	Married	2	High School	30K-40K
422	Michigan	18-25	F	White/Other	Single	0	High School	100K-125K
423	Washington	46-55	M	White/Other	Married	1		20K-30K
424	Arkansas				Married	2		75K-100K
425	Pennsylvania	18-25	M	White/Other	Married	1	High School	50K-75K
426	South Carolina		M	White/Other	Married	0		50K-75K
427	Virginia		F	White/Other	Single	0		50K-75K
428	Iowa	56-65	F	White/Other	Married	0		75K-100K
429	Texas	26-35	M	Asian	Single	1		50K-75K
430	Arizona		M	White/Other	Single	0		< 15K
431	California	46-55	F	Asian	Married	0		30K-40K
432	New York	46-55		White/Other	Married	2		> 125K
433	Florida	36-45	F	White/Other	Married	1		30K-40K
434	Massachusetts		F	Hispanic	Single	2		40K-50K
435	Pennsylvania	56-65	F	White/Other	Single	1		< 15K
436	North Carolina	46-55	M	White/Other	Single	0		50K-75K
437	Missouri	66+	M	White/Other	Married	1	Grad School	50K-75K
438	New York	66+	F	White/Other	Single	1	College	15K-20K
439	Nevada	26-35	F	White/Other	Single	1		30K-40K
440	Virginia	46-55	M	White/Other	Married	1	College	75K-100K
441	New York	46-55	M	White/Other	Single	3	High School	75K-100K
442	Pennsylvania	36-45	F	White/Other	Married	0	High School	50K-75K
443	New York	56-65	M	African American	Single	0		50K-75K
444	Michigan	26-35	F	White/Other	Single	0	College	> 125K
445	Wisconsin	46-55	F	White/Other	Married	1	High School	75K-100K
446	Wisconsin	56-65	M	White/Other	Single	0		50K-75K
447	California	46-55	F	Asian	Married	1	College	> 125K
448	Tennessee	36-45	M	White/Other	Single	0	High School	< 15K
449	Wisconsin	26-35	M	White/Other	Single	0	College	15K-20K
450	Illinois	36-45	M	Hispanic	Married	3	College	30K-40K
451	Georgia	66+	F	White/Other	Single	0		15K-20K
452	Missouri		F	White/Other	Single	0		< 15K
453	Missouri	36-45	F	White/Other	Married	1	College	50K-75K
454	Ohio	26-35	M	White/Other	Married	4	High School	75K-100K
455	Georgia	56-65	F	White/Other	Single	0		75K-100K
456	North Carolina	18-25	M	White/Other	Single	0	High School	75K-100K
457	Arizona	36-45	F	Hispanic	Single	0	High School	> 125K
458	Tennessee	56-65	F	White/Other	Married	2	High School	30K-40K
459	Michigan	66+	M	Hispanic	Married	1	College	40K-50K
460	California	26-35	F	White/Other	Single	0		50K-75K
461	Maryland	36-45	F	White/Other	Single	0	College	50K-75K
462	Florida	46-55	M	Hispanic	Married	1	High School	100K-125K
463	New Jersey	56-65	M	White/Other	Married	3	Grad School	> 125K
464	Texas	46-55	M	White/Other	Single	1		20K-30K
465	California		F	Hispanic	Married	0	High School	50K-75K
466	California	66+	F	White/Other	Single	1	High School	75K-100K
467	Virginia	46-55	M	White/Other	Married	1	High School	30K-40K
468	Michigan	66+	M	White/Other	Married	0	College	> 125K
469	Ohio		M	White/Other	Single	1		< 15K
470	Texas	56-65	F	White/Other	Married	0	Grad School	> 125K
471	Pennsylvania	66+	F	White/Other	Married	0	High School	30K-40K
472	New York	66+	M	White/Other	Married	1	Grad School	50K-75K
473	Illinois			Hispanic	Married	3		75K-100K
474	Wisconsin	66+	F	White/Other	Married	0	College	> 125K
475	Texas	26-35	M	White/Other	Married	1	High School	100K-125K
