temp_id	state	age	gender	ethnicity	marital	children	education	income
34	Illinois	26-35	F	Hispanic	Married	1	High School	50K-75K
35	California	26-35	F	Hispanic	Single	0	High School	50K-75K
36	Texas	26-35	F	Hispanic	Married	1	High School	30K-40K
37	Illinois	66+	F	White/Other	Married	1		30K-40K
38	California		M	Hispanic	Single	2		75K-100K
39	Washington	36-45	F	Hispanic	Single	1	High School	20K-30K
40	California	26-35	M	Asian	Single	0	High School	100K-125K
41	Georgia	26-35	M	White/Other	Married	0	High School	75K-100K
42	California	36-45	F	Hispanic	Single	0	High School	< 15K
43	Pennsylvania	18-25	F	Hispanic	Married	1		50K-75K
44	Louisiana	26-35	F	White/Other	Married	0	High School	30K-40K
45	California	18-25	F	Hispanic	Married	0	High School	40K-50K
46	Connecticut	18-25	F	White/Other	Single	1	High School	75K-100K
47	Texas	36-45	F	Hispanic	Married	0		< 15K
48	Washington	36-45	M	White/Other	Single	0		50K-75K
49	Pennsylvania	26-35	F	White/Other	Married	0	High School	< 15K
50	California	26-35	F	White/Other	Single	2	College	40K-50K
51	California	66+	F	White/Other	Single	2	College	20K-30K
52	California	26-35	F	Hispanic	Single	1	High School	75K-100K
53	Pennsylvania	26-35	F	White/Other	Married	1	College	50K-75K
54	Texas	46-55	F	Hispanic	Single	1	High School	75K-100K
55	Texas	18-25	F	White/Other	Married	0	Grad School	> 125K
56	Massachusetts	26-35	F	White/Other	Married	0	High School	> 125K
57	California	26-35	F	Hispanic	Single	1		30K-40K
58	Virginia	18-25	F	White/Other	Single	0	High School	> 125K
59	New Jersey	26-35	F	White/Other	Married	1	High School	40K-50K
60	Colorado	18-25	F	Hispanic	Single	3		40K-50K
61	California	26-35	F	Hispanic	Married	3	High School	20K-30K
62	Arizona	46-55	F	Hispanic	Single	1		50K-75K
63	Maryland	18-25	M	White/Other	Married	1	High School	75K-100K
64	Massachusetts	18-25	F	White/Other	Married	1	Grad School	50K-75K
65	Texas	26-35	F	Hispanic	Married	0	College	50K-75K
66	Illinois	66+	F	Hispanic	Single	0		75K-100K
67	California	18-25	F	Asian	Single	0	High School	50K-75K
68	Massachusetts	18-25	F	White/Other	Married	3	College	50K-75K
69	California	46-55	F	White/Other	Single	3	High School	50K-75K
70	Texas	26-35	F	Hispanic	Married	1	College	< 15K
71	California	26-35	F	Hispanic	Married	1	High School	40K-50K
72	New Jersey	18-25	F	White/Other	Married	1	High School	> 125K
73	Rhode Island	26-35	F	White/Other	Married	1	High School	> 125K
74	California	26-35	F	Hispanic	Married	1	College	50K-75K
75	Massachusetts	26-35	F	White/Other	Married	1	High School	100K-125K
76	Texas	26-35	F	Hispanic	Married	1	High School	40K-50K
77	Florida	26-35	F	Hispanic	Single	0	High School	50K-75K
78	California		F	White/Other	Married	1		75K-100K
79	Minnesota	26-35	F	Hispanic	Married	1	High School	15K-20K
80	California	26-35	F	Asian	Single	1	Vocational	40K-50K
81	Tennessee	26-35	F	White/Other	Single	0	Grad School	100K-125K
82	California	26-35	F	Hispanic	Married	1		75K-100K
83	California	26-35	F	Hispanic	Married	2	College	15K-20K
84	California		F	African American	Single	1		30K-40K
85	Massachusetts	18-25	F	White/Other	Married	1	College	75K-100K
86	California	18-25	F	Asian	Married	0	High School	50K-75K
87	California	36-45	F	Hispanic	Married	2	High School	50K-75K
88	Massachusetts		F	Hispanic	Single	1	High School	< 15K
89	California	18-25	F	White/Other	Married	1	High School	> 125K
90	Massachusetts		M	White/Other	Married	2		75K-100K
91	New Mexico	26-35	F	Hispanic	Married	1	High School	30K-40K
92	Wisconsin		F	African American	Single	0		20K-30K
93	California	26-35	M	Hispanic	Married	0	High School	50K-75K
94	California	18-25	F	Hispanic	Married	2	High School	> 125K
95	California	26-35	F	African American	Single	0	College	> 125K
96	California	18-25	M	Hispanic	Married	2	High School	50K-75K
97	California	26-35	F	White/Other	Married	1	High School	50K-75K
98	California	26-35	M	Asian	Married	2	High School	75K-100K
99	Colorado	18-25	F	White/Other	Single	1	High School	50K-75K
100	California	18-25	F	Asian	Married	4	High School	> 125K
101	California	18-25	M	Hispanic	Married	2	High School	100K-125K
102	California	26-35	F	Hispanic	Married	1	High School	50K-75K
103	Massachusetts	18-25	F	White/Other	Married	1		50K-75K
104	California	26-35	F	White/Other	Single	0	High School	> 125K
105	Massachusetts	26-35	F	Asian	Married	1	College	75K-100K
106	Massachusetts	26-35	F	White/Other	Married	1	High School	< 15K
107	Texas	26-35	F	Hispanic	Single	1	High School	20K-30K
108	Texas		F	White/Other	Married	0		< 15K
109	California	26-35	F	Asian	Married	0	High School	> 125K
110	Ohio	26-35	F	White/Other	Married	2	College	50K-75K
111	Florida	36-45	F	Hispanic	Married	0	Grad School	50K-75K
112	California	36-45	F	Hispanic	Single	0	High School	30K-40K
113	California	26-35	F	White/Other	Single	2	High School	15K-20K
114	Texas	46-55	F	Hispanic	Single	1	College	50K-75K
115	New Hampshire	66+	F	White/Other	Married	0	College	30K-40K
116	California	36-45	F	Hispanic	Single	0	High School	75K-100K
117	Arizona	26-35	F	Hispanic	Married	0	High School	50K-75K
118	California	18-25	F	White/Other	Married	2	High School	100K-125K
119	New Jersey	26-35	F	Asian	Single	0	High School	50K-75K
120	California	26-35	F	Hispanic	Single	1	High School	< 15K
121	Georgia	36-45	F	Hispanic	Married	0	High School	50K-75K
122	California	26-35	F	White/Other	Married	1	High School	50K-75K
123	California	56-65	M	Hispanic	Married	0		50K-75K
124	South Carolina	26-35	F	African American	Single	3	College	< 15K
125	California	18-25		Asian	Married	1		> 125K
126	Texas	26-35	F	Hispanic	Single	1	High School	75K-100K
127	Illinois	26-35	F	White/Other	Single	0	College	75K-100K
128	Texas	18-25	F	Hispanic	Married	1	Grad School	75K-100K
129	California	18-25	F	White/Other	Married	2		75K-100K
130	California	26-35	F	Asian	Single	0	College	50K-75K
131	Massachusetts		F	African American	Single	0		20K-30K
132	Florida	26-35	F	White/Other	Married	1	High School	50K-75K
133	California	26-35	M	Hispanic	Married	1	High School	30K-40K
134	Louisiana	18-25	F	White/Other	Married	1	High School	15K-20K
135	Nebraska	66+	F	White/Other	Married	1		> 125K
136	Texas	36-45	F	White/Other	Married	0	College	> 125K
137	California	26-35	F	Hispanic	Married	3	High School	< 15K
138	California	26-35	F	White/Other	Married	1	High School	> 125K
139	Texas	26-35	F	Hispanic	Single	2	High School	30K-40K
140	California	56-65	F	Hispanic	Married	4		30K-40K
141	California	26-35	F	White/Other	Married	2	College	> 125K
142	Colorado	18-25	F	Asian	Married	2	College	100K-125K
143	California	18-25	F	Hispanic	Single	0	High School	40K-50K
144	Texas	26-35	F	Hispanic	Single	0	High School	75K-100K
145	Massachusetts	36-45	F	Hispanic	Married	0		30K-40K
146	California	66+	F	Hispanic	Single	1	Grad School	50K-75K
147	Texas	46-55	M	Hispanic	Married	2		100K-125K
148	California	18-25	F	White/Other	Married	3	High School	> 125K
149	California	36-45	F	Hispanic	Married	1		75K-100K
150	California	26-35	F	Hispanic	Single	0	High School	30K-40K
151	California	46-55	F	Hispanic	Married	1	High School	50K-75K
152	New Jersey	26-35	F	Hispanic	Married	2	High School	< 15K
153	Arizona			Hispanic	Single	1		50K-75K
154	Tennessee	66+	F	White/Other	Married	2		50K-75K
155	Maryland	26-35	F	White/Other	Single	3	Vocational	50K-75K
156	California	18-25	F	Hispanic	Married	1	College	100K-125K
157	California	26-35	F	Hispanic	Married	2	High School	75K-100K
158	Texas	26-35	F	Hispanic	Married	0	Grad School	> 125K
159	Maryland	26-35	F	African American	Married	1	College	50K-75K
160	California	26-35	F	White/Other	Single	1	High School	30K-40K
161	Texas	46-55	F	Hispanic	Married	1		30K-40K
162	California	18-25	F	Hispanic	Married	2	High School	50K-75K
163	California	26-35	F	Hispanic	Married	1	High School	40K-50K
164	California	66+	M	White/Other	Married	2	Grad School	> 125K
165	California	26-35	F	White/Other	Married	1		75K-100K
166	New York	26-35	F	Hispanic	Married	0	High School	75K-100K
167	New Mexico	26-35	F	Hispanic	Married	1	High School	50K-75K
168	Colorado	36-45	F	Asian	Married	2	College	50K-75K
169	California	46-55	F	White/Other	Married	1	High School	75K-100K
170	Massachusetts	18-25	F	White/Other	Married	2		100K-125K
171	California		M	Hispanic	Single	1		75K-100K
172	California	26-35	F	Hispanic	Married	1	High School	100K-125K
173	California	18-25	F	Hispanic	Single	2	High School	75K-100K
174	Washington	18-25	F	White/Other	Married	2		> 125K
175	Massachusetts	18-25	F	White/Other	Single	3	High School	30K-40K
176	Florida	26-35	F	African American	Married	1	College	< 15K
177	Massachusetts	26-35	F	African American	Married	3	High School	40K-50K
178	California	26-35	F	White/Other	Married	0		> 125K
179	California	36-45	F	Hispanic	Married	1		50K-75K
180	California	26-35	F	Hispanic	Single	0	High School	30K-40K
181	California	46-55	F	Hispanic	Single	1		40K-50K
182	California	26-35	F	White/Other	Married	3	High School	> 125K
183	Texas	26-35	F	Hispanic	Married	1	High School	< 15K
184	Washington		M	White/Other	Single	0		50K-75K
185	California	26-35	F	Asian	Married	0	High School	30K-40K
186	California	36-45	F	Hispanic	Single	1		< 15K
187	California	26-35	F	Hispanic	Married	1	High School	40K-50K
188	Texas	26-35	F	Hispanic	Single	1	High School	40K-50K
189	California	26-35	F	Hispanic	Married	1	High School	15K-20K
190	Colorado	26-35	F	Hispanic	Single	1	High School	15K-20K
191	California		F	Hispanic	Single	1		30K-40K
192	California	18-25	F	Hispanic	Married	3	High School	50K-75K
193	New York	36-45	F	White/Other	Single	2	High School	15K-20K
194	North Carolina	18-25	F	White/Other	Single	1		< 15K
195	California	26-35	F	Hispanic	Married	2	College	> 125K
196	California	26-35	F	Hispanic	Single	1		75K-100K
197	California	46-55	M	Hispanic	Married	3	High School	20K-30K
198	Massachusetts	66+	F	White/Other	Married	1		75K-100K
199	California		M	White/Other	Single	0		50K-75K
200	Texas	46-55	M	Hispanic	Married	2	High School	50K-75K
201	California	26-35	F	Hispanic	Married	2	High School	30K-40K
202	California	26-35	F	Hispanic	Single	1		> 125K
203	California		M	White/Other	Married	2		50K-75K
204	Texas		F	Hispanic	Single	1		20K-30K
205	Texas	36-45	F	Hispanic	Married	2	College	40K-50K
206	Massachusetts	36-45	F	White/Other	Married	1	College	50K-75K
207	Ohio	26-35	F	White/Other	Married	0	High School	50K-75K
208	New Jersey	26-35	F	Hispanic	Married	2	High School	75K-100K
209	New Jersey	26-35	F	White/Other	Single	1	High School	50K-75K
210	California	18-25	F	Asian	Married	1	High School	75K-100K
211	Missouri	18-25	F	White/Other	Single	1		40K-50K
212	California	26-35	F	Hispanic	Married	0	High School	40K-50K
213	Texas	36-45	F	Hispanic	Married	1	High School	20K-30K
214	California	26-35	F	Hispanic	Single	3	High School	50K-75K
215	California	18-25	F	Hispanic	Married	1	College	50K-75K
216	California	18-25	F	White/Other	Married	1	High School	50K-75K
217	Michigan	56-65	F	White/Other	Married	0	High School	30K-40K
218	Virginia	26-35	F	Hispanic	Single	2	Grad School	75K-100K
219	Illinois	56-65	M	Hispanic	Single	1	High School	50K-75K
220	California	26-35	F	Hispanic	Married	1	High School	> 125K
221	Georgia	26-35	F	White/Other	Married	2	High School	50K-75K
222	Texas	18-25	F	Hispanic	Married	1	College	100K-125K
223	New Mexico	26-35	F	Hispanic	Married	3	High School	30K-40K
224	California	66+	F	White/Other	Single	1		< 15K
225	Texas	26-35	M	Hispanic	Single	0	High School	< 15K
226	California	56-65	M	White/Other	Single	0		> 125K
227	Illinois	26-35	F	Hispanic	Single	1	High School	20K-30K
228	California	18-25	F	White/Other	Married	2	High School	> 125K
229	Rhode Island	26-35	F	White/Other	Single	1	High School	20K-30K
230	New Mexico	18-25	F	Hispanic	Married	4		50K-75K
231	Florida	26-35	M	White/Other	Single	1	High School	75K-100K
232	Texas	26-35	F	Hispanic	Single	1		40K-50K
233	Maryland	18-25	F	Asian	Single	1	College	> 125K
234	New Jersey	26-35	F	Hispanic	Single	4		15K-20K
235	California	36-45	F	Hispanic	Single	1	High School	30K-40K
236	Illinois		M	White/Other	Single	0		30K-40K
237	Washington	26-35	F	Hispanic	Married	1	High School	50K-75K
238	Idaho	18-25	F	Hispanic	Married	3	High School	50K-75K
239	Nevada	36-45	F	Hispanic	Single	1	High School	30K-40K
240	California	46-55	F	Hispanic	Married	1	College	100K-125K
241	Texas	18-25	M	African American	Single	2	High School	40K-50K
242	California	18-25	F	Hispanic	Single	2	College	50K-75K
243	Texas	18-25	F	White/Other	Single	0	College	30K-40K
244	California	18-25	F	Hispanic	Married	2	High School	50K-75K
245	California	36-45	F	Hispanic	Married	0	College	20K-30K
246	Massachusetts	18-25	F	White/Other	Married	1		75K-100K
247	Florida	26-35	F	White/Other	Married	1	High School	30K-40K
248	Texas	26-35	F	Hispanic	Married	0	College	< 15K
249	Pennsylvania	18-25	F	White/Other	Married	1	High School	50K-75K
250	New York	18-25	F	White/Other	Single	1	High School	50K-75K
251	New York	18-25	F	Hispanic	Married	1	High School	40K-50K
252	Massachusetts	18-25	F	White/Other	Married	0	High School	> 125K
253	Oregon	26-35	F	White/Other	Married	0	High School	40K-50K
254	Illinois	18-25	F	African American	Single	1	High School	50K-75K
255	Massachusetts	18-25	F	White/Other	Married	4	High School	> 125K
256	California	46-55	F	Hispanic	Single	2		50K-75K
257	California	26-35	F	Hispanic	Single	2	High School	40K-50K
258	Florida	18-25	F	White/Other	Married	1	High School	50K-75K
259	Texas	46-55	F	Hispanic	Married	3	High School	< 15K
260	Ohio	18-25	F	White/Other	Married	2	High School	50K-75K
261	California	26-35	F	Hispanic	Married	4	College	75K-100K
262	California	36-45	F	White/Other	Single	0	High School	> 125K
263	Arizona		M	Hispanic	Single	1		20K-30K
264	California	18-25	F	Asian	Single	0	High School	50K-75K
265	Illinois	36-45	F	Hispanic	Married	1	High School	40K-50K
266	Texas			Hispanic	Married	0		20K-30K
267	Massachusetts	56-65	F	White/Other	Married	0	College	> 125K
268	Pennsylvania	18-25	F	Asian	Married	0		100K-125K
269	New Hampshire	56-65	F	White/Other	Married	1	College	75K-100K
270	Georgia	26-35	M	White/Other	Single	1	High School	50K-75K
271	Massachusetts	36-45	F	White/Other	Single	1	High School	20K-30K
272	Rhode Island	26-35	F	White/Other	Married	1	High School	75K-100K
273	California	26-35	F	Hispanic	Married	2	High School	> 125K
274	Massachusetts	26-35	F	Hispanic	Single	2		30K-40K
275	Texas	18-25	F	Hispanic	Married	1	High School	15K-20K
276	California	26-35	F	Hispanic	Single	0	College	< 15K
277	California	18-25	F	White/Other	Married	1	High School	75K-100K
278	Texas	36-45	F	Hispanic	Single	1	College	50K-75K
279	California	18-25	F	Hispanic	Married	2	High School	75K-100K
280	California	66+	F	White/Other	Married	0		20K-30K
281	California	18-25	F	Hispanic	Married	1	High School	50K-75K
282	Arizona	18-25	F	Hispanic	Single	0	High School	< 15K
283	California	36-45	F	Hispanic	Single	1	College	20K-30K
284	Massachusetts	18-25	F	Hispanic	Married	1	High School	40K-50K
285	Colorado	26-35	F	White/Other	Single	1	High School	50K-75K
286	Florida	26-35	F	White/Other	Single	2	High School	50K-75K
287	Texas	18-25	F	Hispanic	Married	1	College	> 125K
288	California	18-25	F	Hispanic	Married	0	High School	> 125K
289	California	26-35	F	Hispanic	Single	1	High School	30K-40K
290	California	26-35	F	Hispanic	Married	1	High School	50K-75K
291	Florida	26-35	F	Hispanic	Single	0	High School	< 15K
292	California		F	Hispanic	Single	0		75K-100K
293	Texas	36-45	F	Hispanic	Married	0	High School	30K-40K
294	Connecticut	18-25	F	Hispanic	Married	1	High School	< 15K
295	Illinois	26-35	F	Hispanic	Single	1	High School	40K-50K
296	Maryland	18-25	M	African American	Married	1	High School	100K-125K
297	Texas	36-45	F	Hispanic	Married	0	College	50K-75K
298	Illinois	56-65	F	African American	Single	1		40K-50K
299	California	18-25	F	Hispanic	Married	0	College	> 125K
300	Massachusetts	26-35	F	Hispanic	Single	1	High School	20K-30K
301	Florida	36-45	F	Hispanic	Married	0	High School	40K-50K
302	California	26-35	F	Hispanic	Married	1	High School	< 15K
303	California			Hispanic	Single	0		30K-40K
304	Texas	66+	M	White/Other	Single	1		75K-100K
305	California	18-25	F	Hispanic	Married	1		75K-100K
306	California	26-35	F	Hispanic	Married	0	College	100K-125K
307	Florida	18-25	M	Hispanic	Single	0		< 15K
308	Nevada	18-25	F	Hispanic	Married	1	High School	< 15K
309	Connecticut	18-25	F	White/Other	Married	1	High School	50K-75K
310	Maryland	26-35	F	Hispanic	Single	0	High School	50K-75K
311	Texas	18-25	F	White/Other	Married	2	College	100K-125K
312	California	36-45	F	White/Other	Single	1	High School	50K-75K
313	Texas	18-25	F	Hispanic	Single	3	High School	20K-30K
314	Texas	36-45	F	Hispanic	Single	1	High School	30K-40K
315	California	36-45	F	Hispanic	Married	2		40K-50K
316	California	26-35	F	Hispanic	Married	2	High School	75K-100K
317	California	18-25	F	Hispanic	Married	3	High School	50K-75K
318	Massachusetts	18-25		White/Other	Married	1		30K-40K
319	Florida	18-25	F	White/Other	Married	2	College	> 125K
320	Texas	46-55	F	White/Other	Single	2		20K-30K
321	Illinois	26-35	F	White/Other	Married	0	High School	20K-30K
322	California	36-45	F	Hispanic	Married	1	High School	50K-75K
323	California	36-45	F	Hispanic	Single	1	High School	50K-75K
324	Texas	26-35	M	Hispanic	Married	1	High School	30K-40K
325	Connecticut	36-45	F	Hispanic	Single	2	High School	30K-40K
326	California	26-35	F	White/Other	Married	2	Grad School	40K-50K
327	Maryland	56-65	F	White/Other	Married	2		> 125K
328	Arizona	36-45	F	White/Other	Single	1		30K-40K
329	North Carolina	26-35	M	White/Other	Single	0		20K-30K
330	Illinois	18-25	F	White/Other	Married	0	College	100K-125K
331	Texas	18-25	F	Hispanic	Single	1	High School	50K-75K
332	Illinois	18-25	F	Hispanic	Single	1	High School	75K-100K
333	Florida	26-35	F	White/Other	Single	1	College	40K-50K
334	Texas	26-35	M	Hispanic	Married	1		> 125K
335	Massachusetts	26-35	F	White/Other	Married	1	High School	> 125K
336	California	26-35	M	Hispanic	Single	0	High School	30K-40K
337	Texas	18-25	F	Hispanic	Single	1	High School	40K-50K
338	Florida	26-35	F	White/Other	Married	3	College	50K-75K
339	Florida	26-35	F	Hispanic	Single	0	High School	40K-50K
340	California	18-25	F	White/Other	Married	2	College	> 125K
341	California	36-45	F	Hispanic	Single	1		20K-30K
342	Texas	36-45	F	Hispanic	Married	2	High School	40K-50K
343	Maryland	18-25	F	White/Other	Married	1	College	75K-100K
344	Maryland	46-55	F	White/Other	Single	1	College	75K-100K
345	California	26-35	F	Hispanic	Single	1	College	75K-100K
346	New Mexico	26-35	F	White/Other	Married	2	College	50K-75K
347	California	18-25	M	Hispanic	Married	2	High School	50K-75K
348	California	36-45	M	White/Other	Married	0		20K-30K
349	Nevada	26-35	F	Hispanic	Married	2	High School	30K-40K
350	Nevada	18-25	F	Hispanic	Married	1	High School	75K-100K
351	North Carolina	36-45	F	White/Other	Single	3	High School	30K-40K
352	Florida	18-25	F	Hispanic	Single	0	High School	< 15K
353	Texas	18-25	F	White/Other	Married	1	High School	75K-100K
354	California	26-35	F	White/Other	Married	1	College	> 125K
355	Georgia	46-55	F	African American	Married	1	College	75K-100K
356	California	26-35	F	Hispanic	Single	3	High School	50K-75K
357	California	36-45	F	Hispanic	Single	1	High School	30K-40K
358	California	26-35	F	Hispanic	Married	2	High School	30K-40K
359	California	18-25	F	Hispanic	Married	3	High School	50K-75K
360	Texas	26-35	F	Hispanic	Married	1	High School	50K-75K
361	California			White/Other	Married	1		> 125K
362	California	66+	F	Hispanic	Married	1	High School	< 15K
363	Ohio	66+	F	White/Other	Single	1	High School	20K-30K
364	Illinois	26-35	F	Hispanic	Married	1	High School	40K-50K
365	California	56-65	F	White/Other	Married	0	High School	> 125K
366	Texas	18-25	F	Hispanic	Single	1	High School	15K-20K
367	California	18-25	F	Hispanic	Married	4	High School	> 125K
368	Texas	18-25	F	Hispanic	Married	2	High School	30K-40K
369	Texas	36-45	F	Hispanic	Married	1	High School	50K-75K
370	California	26-35	F	Hispanic	Single	0	High School	15K-20K
371	Rhode Island	18-25	F	Hispanic	Married	4	High School	20K-30K
372	California	26-35	F	Hispanic	Single	1	High School	15K-20K
373	California	26-35	F	White/Other	Married	4	Grad School	> 125K
374	Texas	26-35	F	Hispanic	Married	0	High School	40K-50K
375	California	26-35	F	White/Other	Single	0	High School	75K-100K
376	California	26-35	F	White/Other	Married	0	High School	> 125K
377	Pennsylvania	36-45	M	White/Other	Single	0		20K-30K
378	Illinois		F	White/Other	Single	1		15K-20K
379	Florida			White/Other	Single	1		50K-75K
380	Delaware	18-25	F	Hispanic	Married	1	High School	50K-75K
381	California	46-55	F	Hispanic	Married	0		50K-75K
382	California	26-35	M	White/Other	Married	2	Grad School	> 125K
383	Utah	18-25	F	Hispanic	Married	1	High School	20K-30K
384	California	66+	F	White/Other	Married	0	College	< 15K
385	Texas		F	Hispanic	Married	1	College	50K-75K
386	California	18-25	F	White/Other	Married	1	High School	50K-75K
387	California	66+	M	African American	Single	0		< 15K
388	Florida	26-35	F	White/Other	Married	2	High School	> 125K
389	Texas	18-25	F	Hispanic	Single	0	High School	40K-50K
390	Oklahoma	36-45	F	White/Other	Married	1	Grad School	20K-30K
391	New Mexico	26-35	F	Hispanic	Single	0	High School	30K-40K
392	California	26-35	F	Hispanic	Single	2	College	20K-30K
393	Maryland	26-35	F	African American	Single	2	High School	50K-75K
394	Illinois		F	White/Other	Married	1		50K-75K
395	California	26-35	F	White/Other	Married	2	High School	> 125K
396	Colorado	26-35	F	White/Other	Married	1	High School	50K-75K
397	Massachusetts	26-35	F	Hispanic	Married	0	High School	40K-50K
398	California	18-25	F	Hispanic	Single	4	High School	75K-100K
399	California	26-35	F	Hispanic	Single	1	High School	40K-50K
400	California	26-35	F	Hispanic	Married	1	High School	50K-75K
401	California		M	White/Other	Married	1		50K-75K
402	Texas	18-25	M	Hispanic	Married	1	College	100K-125K
403	Illinois	26-35	F	Hispanic	Married	1	High School	40K-50K
404	Maryland	36-45	F	Hispanic	Single	1		30K-40K
405	Arizona	26-35	F	Hispanic	Married	0	College	20K-30K
406	New York	26-35	F	Hispanic	Married	3	High School	40K-50K
407	Oregon	18-25	F	White/Other	Single	3		50K-75K
408	Massachusetts	18-25	F	White/Other	Married	1	High School	100K-125K
409	California	18-25	F	Hispanic	Single	1	High School	100K-125K
410	Texas	18-25	F	Hispanic	Married	1	High School	< 15K
411	California	26-35	F	Hispanic	Married	0	College	100K-125K
412	California	26-35	F	White/Other	Married	0	College	75K-100K
413	New Jersey	36-45	F	Hispanic	Married	1	High School	50K-75K
414	California	26-35	F	Asian	Married	0	High School	15K-20K
415	Georgia	26-35	F	White/Other	Single	1	College	40K-50K
416	Arizona	66+	F	Hispanic	Single	1		< 15K
417	New Jersey	66+	M	White/Other	Married	0	Grad School	< 15K
418	Texas	26-35	F	African American	Married	1	College	30K-40K
419	Texas	26-35	F	Hispanic	Married	1	High School	30K-40K
420	California	18-25	F	White/Other	Married	1	College	30K-40K
421	California	18-25	F	White/Other	Married	1	High School	100K-125K
422	Washington	26-35	F	White/Other	Single	1		40K-50K
423	Idaho	18-25	F	White/Other	Married	3	High School	50K-75K
424	Illinois	26-35	F	Hispanic	Married	3	College	40K-50K
425	California	66+	F	Hispanic	Married	0	College	< 15K
426	California	66+	F	Hispanic	Married	0	College	40K-50K
427	Utah		F	White/Other	Single	0		20K-30K
428	Maryland	26-35	F	Hispanic	Single	1		50K-75K
429	Massachusetts	26-35	F	White/Other	Married	1	Grad School	75K-100K
430	Texas	18-25	F	Hispanic	Married	1	High School	< 15K
431	Massachusetts	18-25	F	Hispanic	Married	1		> 125K
432	Texas	26-35	F	Hispanic	Single	1	High School	50K-75K
433	Texas	66+	M	White/Other	Single	0		< 15K
434	Illinois	26-35	F	Hispanic	Married	1	High School	50K-75K
435	Utah	36-45	M	Hispanic	Married	2	College	50K-75K
436	Arizona	36-45	F	Hispanic	Single	2	High School	< 15K
437	California	26-35	F	Hispanic	Single	1	High School	50K-75K
438	California	18-25	F	Hispanic	Single	1	High School	40K-50K
439	Washington		F	White/Other	Single	0		15K-20K
440	Texas	56-65	F	Hispanic	Married	0		15K-20K
441	California	36-45	F	Hispanic	Single	1	College	20K-30K
442	Texas	26-35	F	Hispanic	Married	1	College	> 125K
443	Colorado	18-25	M	White/Other	Married	0	High School	> 125K
444	California	26-35	F	White/Other	Married	2	High School	100K-125K
445	California	18-25	F	White/Other	Married	1	High School	75K-100K
446	California		M	White/Other	Married	0		> 125K
447	Georgia	66+	F	Hispanic	Married	2	High School	50K-75K
448	California	46-55	F	Hispanic	Married	1	College	50K-75K
449	Texas	18-25	F	White/Other	Married	1	College	100K-125K
450	Texas	26-35	F	African American	Single	0	High School	50K-75K
451	New Hampshire	18-25	F	White/Other	Married	2	High School	100K-125K
452	California		F	White/Other	Single	0		> 125K
453	Texas	26-35	F	Hispanic	Single	1	High School	50K-75K
454	New Mexico	56-65	F	Hispanic	Married	1	College	40K-50K
455	California	36-45	F	White/Other	Married	1	High School	75K-100K
456	Utah			White/Other	Single	0		20K-30K
457	Delaware	26-35	F	White/Other	Single	1	High School	< 15K
458	California	18-25	F	White/Other	Married	2	College	100K-125K
459	Texas	36-45	F	Hispanic	Single	1	College	> 125K
460	California	26-35	F	White/Other	Married	1	High School	30K-40K
461	Texas	26-35	F	African American	Single	1	High School	75K-100K
462	New Jersey	26-35	F	Hispanic	Single	2	High School	< 15K
463	California	18-25	M	Hispanic	Married	0	College	75K-100K
464	Virginia	36-45	M	White/Other	Married	2	High School	30K-40K
465	New Jersey	36-45	F	White/Other	Married	1	High School	40K-50K
466	Texas	36-45	F	Hispanic	Married	1	High School	20K-30K
