temp_id	state	age	gender	ethnicity	marital	children	education	income
75	Ohio	66+	F	White/Other	Married	0	High School	75K-100K
76	Missouri	66+	F	White/Other	Married	0	College	50K-75K
77	Texas	66+	F	White/Other	Single	1		30K-40K
78	Minnesota	66+	F	White/Other	Married	0	High School	20K-30K
79	Mississippi	18-25	F	White/Other	Married	1	High School	30K-40K
80	California	66+	M	White/Other	Married	0	Grad School	75K-100K
81	Mississippi	26-35	F	White/Other	Married	0	High School	20K-30K
82	Michigan	56-65	M	White/Other	Married	3	High School	50K-75K
83	Massachusetts	56-65	F	White/Other	Married	0	Grad School	75K-100K
84	Alabama	56-65	M	White/Other	Married	2		20K-30K
85	Florida	46-55	M	White/Other	Married	2	College	100K-125K
86	Illinois	46-55	F	White/Other	Married	1	High School	50K-75K
87	District of Columbia	46-55	F	African American	Single	0		30K-40K
88	Illinois	66+	M	White/Other	Single	1	College	75K-100K
89	Arizona	66+	F	White/Other	Married	1	Grad School	50K-75K
90	Alabama			White/Other	Single	0		50K-75K
91	Texas	56-65	M	White/Other	Married	1	Grad School	> 125K
92	New York	46-55	M	White/Other	Married	1	Grad School	> 125K
93	Ohio	66+	F	African American	Married	0	College	20K-30K
94	Mississippi	36-45	M	African American	Single	0	College	15K-20K
95	Arizona	66+	F	White/Other	Married	0	Grad School	30K-40K
96	Kentucky	66+	F	White/Other	Married	1	High School	50K-75K
97	Ohio	56-65	F	White/Other	Married	0		75K-100K
98	South Dakota	56-65	M	White/Other	Single	0	High School	50K-75K
99	Minnesota	18-25	M	White/Other	Married	2	High School	50K-75K
100	Michigan	66+	F	White/Other	Married	0	Grad School	> 125K
101	New Jersey	56-65	M	White/Other	Married	0	High School	15K-20K
102	Tennessee	66+	F	White/Other	Married	0	High School	40K-50K
103	Maryland	66+	M	White/Other	Married	1		> 125K
104	Illinois	46-55	M	White/Other	Married	1	College	> 125K
105	Indiana		F	White/Other	Single	1		15K-20K
106	Texas	56-65	F	White/Other	Married	1	Grad School	> 125K
107	Michigan	26-35	F	White/Other	Married	1	High School	75K-100K
108	Indiana	56-65	M	White/Other	Married	0	High School	100K-125K
109	Indiana	26-35	F	White/Other	Married	3	High School	50K-75K
110	Iowa	26-35	M	White/Other	Married	1	College	30K-40K
111	Indiana	66+	F	White/Other	Single	1	High School	50K-75K
112	Kentucky	56-65	F	White/Other	Married	0	Grad School	100K-125K
113	Ohio			African American	Single	1		> 125K
114	New York	66+	F	White/Other	Married	1	High School	50K-75K
115	California	56-65	F	Hispanic	Married	0	College	50K-75K
116	Texas	36-45	M	White/Other	Married	0	High School	75K-100K
117	Michigan	66+	M	White/Other	Married	2	Grad School	> 125K
118	Louisiana	66+	M	White/Other	Married	0	Grad School	75K-100K
119	Pennsylvania	46-55	F	White/Other	Married	0	High School	40K-50K
120	Tennessee	36-45	F	White/Other	Single	1		30K-40K
121	Indiana	26-35	M	White/Other	Single	0	High School	40K-50K
122	Texas	66+	M	White/Other	Married	1		> 125K
123	Kentucky	36-45	F	White/Other	Married	3	College	75K-100K
124	Texas	66+	F	White/Other	Married	1	College	20K-30K
125	Kentucky	56-65	F	White/Other	Married	1	High School	30K-40K
126	North Carolina	36-45	M	White/Other	Married	1	High School	50K-75K
127	North Carolina	18-25	M	White/Other	Married	0		15K-20K
128	Louisiana	56-65	F	White/Other	Single	0	High School	50K-75K
129	Tennessee	46-55	F	White/Other	Single	3	College	20K-30K
130	Michigan	66+	F	White/Other	Married	0	College	50K-75K
131	Florida	56-65	F	White/Other	Married	2	High School	75K-100K
132	Delaware	56-65	M	White/Other	Single	1	High School	50K-75K
133	Florida	66+	F	White/Other	Married	0	High School	> 125K
134	Colorado	56-65	M	White/Other	Married	2	Grad School	40K-50K
135	North Carolina	26-35	M	African American	Married	0	High School	20K-30K
136	Tennessee	56-65	F	African American	Married	0	High School	20K-30K
137	Maryland	66+	M	White/Other	Married	0	High School	< 15K
138	Florida	66+	M	White/Other	Married	0	Grad School	75K-100K
139	Illinois	46-55	F	White/Other	Married	2	College	> 125K
140	Alabama	66+	F	White/Other	Married	0		> 125K
141	Ohio	56-65	M	White/Other	Married	1		15K-20K
142	North Carolina	66+	M	White/Other	Married	0	High School	30K-40K
143	Missouri	56-65	M	White/Other	Married	0	High School	75K-100K
144	Illinois	56-65	M	White/Other	Single	0	College	40K-50K
145	Texas	36-45	F	Hispanic	Married	1	High School	75K-100K
146	Montana	66+	M	African American	Married	0	High School	40K-50K
147	Florida	46-55	F	White/Other	Single	2	Grad School	20K-30K
148	Iowa	26-35	F	White/Other	Married	0	College	> 125K
149	Ohio	36-45	F	White/Other	Married	0	College	> 125K
150	Oklahoma	26-35	M	Hispanic	Single	0	High School	15K-20K
151	Texas	66+	M	White/Other	Single	0	High School	< 15K
152	Kansas	18-25		White/Other	Married	0	High School	20K-30K
153	Ohio	66+	F	White/Other	Married	1	College	50K-75K
154	Ohio	36-45	F	Hispanic	Married	0	High School	20K-30K
155	Maryland	46-55	F	African American	Married	1		50K-75K
156	Florida	56-65	F	White/Other	Married	0	Grad School	100K-125K
157	Vermont	66+	F	White/Other	Single	0	College	50K-75K
158	New York	46-55	F	African American	Married	1		100K-125K
159	North Carolina	26-35	M	Asian	Married	1	High School	75K-100K
160	Texas	46-55	M	White/Other	Married	1	High School	> 125K
161	Michigan	66+	M	White/Other	Single	0	High School	30K-40K
162	Ohio	36-45	M	African American	Single	0	High School	20K-30K
163	South Carolina	36-45	F	White/Other	Married	2	High School	< 15K
164	Mississippi	66+	F	White/Other	Married	0	High School	100K-125K
165	Florida	66+	F	White/Other	Married	1	College	75K-100K
166	Virginia	66+	F	White/Other	Married	1	Grad School	100K-125K
167	Ohio	66+	M	White/Other	Married	0	High School	50K-75K
168	Iowa			White/Other	Married	1		30K-40K
169	Michigan	56-65	F	White/Other	Married	2	College	> 125K
170	California	26-35	F	Hispanic	Married	1	High School	> 125K
171	Alabama	36-45	F	White/Other	Married	2	College	75K-100K
172	Colorado	56-65	M	White/Other	Married	1	College	> 125K
173	Ohio	36-45	F	White/Other	Married	2	Grad School	100K-125K
174	North Carolina	36-45	F	African American	Married	1	High School	50K-75K
175	Michigan	66+	F	White/Other	Single	0	Grad School	30K-40K
176	Wisconsin	46-55	F	White/Other	Married	3	High School	> 125K
177	Ohio	46-55	F	White/Other	Married	1	High School	75K-100K
178	Ohio	66+	M	African American	Married	0	College	20K-30K
179	Texas	56-65	F	Hispanic	Married	0		75K-100K
180	Ohio	18-25	F	White/Other	Married	1	High School	50K-75K
181	Colorado	66+	F	African American	Married	0	Grad School	30K-40K
182	Mississippi	26-35	M	White/Other	Single	1	High School	20K-30K
183	Texas	26-35	F	White/Other	Married	1	Grad School	> 125K
184	Iowa	46-55	F	White/Other	Single	1	College	100K-125K
185	Nevada	46-55	M	White/Other	Married	1	College	> 125K
186	Ohio	66+	M	White/Other	Single	1	High School	20K-30K
187	Ohio	18-25	M	White/Other	Single	3	College	75K-100K
188	North Carolina	46-55	F	White/Other	Married	1	College	> 125K
189	Texas	26-35	F	White/Other	Married	0	High School	30K-40K
190	Kansas	66+	F	White/Other	Married	0	High School	50K-75K
191	Florida	36-45	M	African American	Married	1		> 125K
192	Florida	66+	F	White/Other	Married	0	Grad School	50K-75K
193	Tennessee	66+	M	White/Other	Married	0	High School	30K-40K
194	Pennsylvania		M	White/Other	Married	2		> 125K
195	Michigan	26-35	F	White/Other	Married	1		75K-100K
196	North Carolina	46-55	M	African American	Married	0	College	20K-30K
197	Florida	66+	F	White/Other	Married	2	College	20K-30K
198	Florida	56-65	F	White/Other	Married	1	Grad School	75K-100K
199	Mississippi	18-25	F	White/Other	Single	0	High School	50K-75K
200	Wisconsin	46-55	F	White/Other	Married	1	High School	50K-75K
201	Ohio	36-45	F	White/Other	Married	1	High School	75K-100K
202	Georgia	36-45	F	White/Other	Single	1	High School	40K-50K
203	Ohio	56-65	F	White/Other	Married	0	Grad School	50K-75K
204	Texas	46-55	F	White/Other	Single	0		50K-75K
205	Wisconsin	46-55	M	White/Other	Married	2	Grad School	> 125K
206	Michigan	66+	F	White/Other	Married	0	College	40K-50K
207	Tennessee	56-65	M	White/Other	Married	0	High School	50K-75K
208	Florida	66+	F	White/Other	Married	1		50K-75K
209	Michigan	46-55	M	White/Other	Single	1	College	40K-50K
210	Texas	66+	M	White/Other	Married	0	High School	40K-50K
211	Virginia	26-35	M	African American	Single	1	High School	20K-30K
212	Michigan	56-65	F	White/Other	Single	0	High School	75K-100K
213	Pennsylvania	66+	F	White/Other	Married	0	College	50K-75K
214	Texas	56-65	M	White/Other	Single	1		> 125K
215	Tennessee	26-35	F	White/Other	Married	2	Grad School	20K-30K
216	Tennessee	66+	F	White/Other	Married	1	College	30K-40K
217	Maryland	56-65	F	White/Other	Married	0	Grad School	> 125K
218	Wisconsin	36-45	F	White/Other	Married	0	Grad School	> 125K
219	New York	56-65	M	White/Other	Married	2	High School	> 125K
220	Kansas	46-55	F	White/Other	Married	0	College	15K-20K
221	New Jersey	56-65	M	White/Other	Married	1	College	75K-100K
222	Kentucky	56-65	M	White/Other	Married	2		40K-50K
223	Washington	56-65		Asian	Single	1		50K-75K
224	Connecticut	66+	M	White/Other	Married	1		15K-20K
225	Florida	66+	F	White/Other	Single	1	College	20K-30K
226	Illinois	56-65	F	White/Other	Single	0	College	75K-100K
227	Ohio	66+	M	White/Other	Single	0	High School	15K-20K
228	Mississippi	36-45	M	African American	Married	0	College	30K-40K
229	Arkansas	66+	F	White/Other	Married	1	Grad School	> 125K
230	South Carolina	26-35	F	White/Other	Single	1	High School	50K-75K
231	North Carolina	36-45	F	African American	Married	1	High School	50K-75K
232	Florida			African American	Married	0		30K-40K
233	Nevada	66+	F	White/Other	Married	0	High School	15K-20K
234	Massachusetts	56-65	F	White/Other	Married	1	College	75K-100K
235	North Carolina	18-25	F	African American	Married	1	High School	20K-30K
236	Texas	66+	M	White/Other	Married	0	Grad School	> 125K
237	Minnesota	66+	F	White/Other	Married	0	College	75K-100K
238	Florida	66+	F	African American	Married	0	High School	75K-100K
239	New York	56-65	F	White/Other	Single	0	High School	> 125K
240	New York	56-65	F	White/Other	Married	1	High School	50K-75K
241	New Jersey	56-65	F	White/Other	Married	0	High School	> 125K
242	California		M	White/Other	Single	0		75K-100K
243	North Carolina	36-45	F	African American	Married	0	High School	50K-75K
244	Missouri	56-65	M	White/Other	Single	0		40K-50K
245	Tennessee	46-55	F	White/Other	Married	2	High School	100K-125K
246	Kentucky	18-25	M	White/Other	Married	1	High School	> 125K
247	Massachusetts	56-65	F	White/Other	Married	1	Grad School	> 125K
248	California	66+	F	White/Other	Married	0	Grad School	75K-100K
249	Colorado	66+	M	White/Other	Married	2	Grad School	> 125K
250	Georgia		F	African American	Single	0		20K-30K
251	Texas	56-65	F	White/Other	Married	0		75K-100K
252	Ohio	36-45	M	White/Other	Single	4	College	30K-40K
253	Oklahoma	56-65	M	White/Other	Married	1		40K-50K
254	New Jersey	36-45	F	White/Other	Married	0	High School	> 125K
255	Louisiana	66+	F	White/Other	Married	0	High School	30K-40K
256	Ohio	66+	F	White/Other	Married	0	High School	40K-50K
257	Florida	56-65	F	White/Other	Married	1	High School	> 125K
258	Massachusetts	56-65	F	White/Other	Married	0	Grad School	50K-75K
259	New Jersey	36-45	F	White/Other	Married	4	High School	75K-100K
260	Texas	66+	F	White/Other	Married	1	Grad School	< 15K
261	Florida	66+	M	White/Other	Married	0		50K-75K
262	Iowa	46-55	M	Hispanic	Single	1	High School	15K-20K
263	Missouri	36-45	M	White/Other	Single	1	High School	30K-40K
264	Indiana	66+	F	White/Other	Single	0	College	40K-50K
265	Ohio	26-35	F	African American	Single	4	High School	15K-20K
266	North Carolina	56-65	F	African American	Married	1	College	50K-75K
267	Pennsylvania			White/Other	Married	2		50K-75K
268	District of Columbia	46-55	M	White/Other	Married	4	High School	> 125K
269	Tennessee	66+	M	White/Other	Married	0	Grad School	75K-100K
270	Missouri	66+	M	White/Other	Married	0		75K-100K
271	North Carolina	66+	F	White/Other	Married	0		75K-100K
272	New York	66+	F	White/Other	Married	0	Grad School	75K-100K
273	Wisconsin	46-55	F	White/Other	Single	0	College	75K-100K
274	Virginia			White/Other	Single	3		75K-100K
275	Tennessee	26-35	M	African American	Married	1	High School	40K-50K
276	Tennessee	56-65	F	White/Other	Married	0	High School	100K-125K
277	Connecticut	56-65	M	White/Other	Married	1	High School	> 125K
278	Louisiana	66+	F	White/Other	Married	2	High School	> 125K
279	Ohio	26-35	M	White/Other	Married	1		40K-50K
280	Texas	66+	F	White/Other	Married	0		15K-20K
281	Pennsylvania	66+	F	White/Other	Married	1	High School	> 125K
282	Alabama	26-35	F	White/Other	Single	1	High School	20K-30K
283	Illinois	66+	F	White/Other	Married	0	High School	< 15K
284	Texas	56-65	F	White/Other	Married	1	College	75K-100K
285	Illinois	66+	M	White/Other	Married	0	College	50K-75K
286	Maryland	66+	M	White/Other	Married	1	College	50K-75K
287	California	26-35	F	White/Other	Married	1		50K-75K
288	Wisconsin	46-55	M	White/Other	Married	1	High School	50K-75K
289	Virginia		M	White/Other	Married	0		> 125K
290	Arkansas	56-65	M	White/Other	Married	2	Grad School	50K-75K
291	North Carolina	66+	M	White/Other	Married	1	Grad School	> 125K
292	Michigan	66+	M	White/Other	Married	0	College	50K-75K
293	Illinois	56-65	M	White/Other	Married	0	High School	50K-75K
294	Georgia	36-45	M	African American	Single	1	High School	> 125K
295	South Carolina	66+	F	White/Other	Married	0	High School	100K-125K
296	Michigan	36-45	F	White/Other	Single	1	College	75K-100K
297	Michigan	46-55	F	White/Other	Married	0		30K-40K
298	Tennessee	56-65	F	African American	Married	1	College	75K-100K
299	Illinois	66+	F	White/Other	Married	1	High School	100K-125K
300	Texas	66+	M	White/Other	Married	0	College	40K-50K
301	Arizona		M	White/Other	Married	1		> 125K
302	Massachusetts	66+	M	White/Other	Married	0	High School	50K-75K
303	Illinois	46-55	M	White/Other	Married	0	High School	50K-75K
304	New York	18-25	M	White/Other	Married	1	High School	> 125K
305	Indiana	66+	M	White/Other	Married	1	College	20K-30K
306	Wisconsin	46-55	F	White/Other	Single	2		40K-50K
307	Illinois	36-45	M	African American	Single	0	College	< 15K
308	Ohio			White/Other	Married	0		50K-75K
309	Massachusetts	56-65	M	White/Other	Married	1	Grad School	> 125K
310	Michigan	66+	M	White/Other	Married	0	High School	40K-50K
311	Michigan	66+	F	White/Other	Married	1	High School	75K-100K
312	Washington	66+	F	Hispanic	Married	0	College	40K-50K
313	Florida	26-35	M	Hispanic	Married	1	High School	50K-75K
314	Minnesota	46-55	F	White/Other	Married	2	College	> 125K
315	North Carolina	46-55	M	White/Other	Married	1	College	> 125K
316	Florida	56-65	F	White/Other	Married	1		50K-75K
317	Alabama	66+	M	White/Other	Married	1	High School	30K-40K
318	Ohio	66+	F	White/Other	Married	0	Grad School	> 125K
319	Virginia	66+	M	White/Other	Single	0	College	75K-100K
320	South Carolina	36-45	F	White/Other	Married	1		75K-100K
321	Texas		F	African American	Married	1		50K-75K
322	Texas	66+	F	Hispanic	Married	0		30K-40K
323	Texas	66+	M	Hispanic	Single	0		100K-125K
324	North Carolina	46-55	M	White/Other	Single	0		30K-40K
325	Ohio	36-45	M	White/Other	Married	0	College	75K-100K
326	District of Columbia	66+	M	African American	Married	0	High School	> 125K
327	Kentucky	56-65	F	White/Other	Married	0	High School	50K-75K
328	Texas	66+	F	White/Other	Married	1	Grad School	> 125K
329	Texas	46-55	F	Hispanic	Single	0	College	> 125K
330	Michigan	66+	F	White/Other	Married	0	High School	> 125K
331	Florida	46-55	M	White/Other	Married	0		30K-40K
332	Iowa	66+	M	White/Other	Married	0	High School	50K-75K
333	Tennessee	36-45	F	White/Other	Married	2	High School	100K-125K
334	Nebraska	66+	M	White/Other	Married	1	College	20K-30K
335	Florida			White/Other	Married	2		100K-125K
336	Virginia		M	White/Other	Single	0		100K-125K
337	Virginia	36-45	M	White/Other	Single	1	College	30K-40K
338	Michigan	36-45	M	White/Other	Single	0	High School	40K-50K
339	Texas	36-45	M	African American	Married	2	High School	75K-100K
340	Nevada	56-65	F	Hispanic	Married	0	Grad School	> 125K
341	Texas	36-45	F	White/Other	Married	0	High School	50K-75K
342	Minnesota	56-65	M	White/Other	Married	0	High School	30K-40K
343	Michigan			White/Other	Married	1		30K-40K
344	Delaware	66+	M	White/Other	Married	0	College	100K-125K
345	Wisconsin	56-65	F	White/Other	Married	1	High School	20K-30K
346	Michigan		M	White/Other	Married	4		50K-75K
347	New Jersey	18-25	F	White/Other	Married	1	High School	> 125K
348	Florida	66+	F	White/Other	Married	1	College	50K-75K
349	Minnesota		M	White/Other	Single	1		75K-100K
350	Ohio	66+	M	White/Other	Married	1		30K-40K
351	Texas	66+	F	White/Other	Married	0		50K-75K
352	Florida	26-35	F	African American	Single	0		20K-30K
353	Tennessee	56-65	F	White/Other	Married	0	College	50K-75K
354	Kentucky	66+	M	White/Other	Married	0	College	75K-100K
355	Michigan	66+	F	White/Other	Married	0	High School	75K-100K
356	Texas	56-65	M	White/Other	Married	1	High School	30K-40K
357	Iowa	66+	M	White/Other	Married	0	Grad School	100K-125K
358	Ohio	56-65	M	White/Other	Single	1	High School	20K-30K
359	Florida	66+	F	White/Other	Married	0		50K-75K
360	Alabama	46-55	M	White/Other	Married	1	College	50K-75K
361	Montana	66+	F	White/Other	Married	0		< 15K
362	Michigan	66+	F	Hispanic	Married	1		75K-100K
363	New York	46-55	M	White/Other	Married	2	High School	> 125K
364	Texas	46-55	F	White/Other	Married	1	High School	< 15K
365	Michigan	66+	F	African American	Married	1	High School	75K-100K
366	Oklahoma	66+	F	White/Other	Single	0	College	< 15K
367	Ohio	56-65	M	White/Other	Married	0	High School	100K-125K
368	Florida	56-65	M	White/Other	Single	0	Grad School	100K-125K
369	Colorado	66+	M	White/Other	Married	0	College	75K-100K
370	Texas	56-65	F	Hispanic	Married	0	College	40K-50K
371	Tennessee	18-25	M	White/Other	Married	1	High School	100K-125K
372	Texas	26-35	F	White/Other	Married	1	High School	> 125K
373	Virginia	56-65	M	White/Other	Married	1	High School	50K-75K
374	Virginia	26-35	M	White/Other	Married	0	High School	20K-30K
375	Ohio	66+	M	White/Other	Married	0	High School	30K-40K
376	Ohio	36-45	F	African American	Married	3	College	50K-75K
377	Wisconsin	66+	M	White/Other	Married	0	College	20K-30K
378	California	46-55	M	White/Other	Married	2	College	50K-75K
379	Missouri	26-35	F	White/Other	Married	2	College	50K-75K
380	Kansas	66+	F	White/Other	Married	0	High School	50K-75K
381	Texas		F	African American	Married	4		> 125K
382	Tennessee	46-55	F	White/Other	Married	3	High School	40K-50K
383	Georgia	18-25	M	White/Other	Married	2		> 125K
384	New York	66+	M	White/Other	Married	1	Grad School	50K-75K
385	Florida	66+	F	African American	Single	3		40K-50K
386	California	66+	M	White/Other	Married	1	High School	50K-75K
387	Ohio	46-55	F	White/Other	Married	1	Grad School	100K-125K
388	Nebraska	56-65	F	White/Other	Married	2	College	> 125K
389	Connecticut		F	White/Other	Married	0		75K-100K
390	Colorado	18-25	M	White/Other	Married	2	College	75K-100K
391	Illinois	66+	F	White/Other	Married	0	College	20K-30K
392	Missouri	56-65	F	White/Other	Married	1	College	50K-75K
393	North Carolina	56-65	M	White/Other	Single	1	High School	30K-40K
394	Florida	66+	F	Asian	Married	1		> 125K
395	Texas	46-55	M	Hispanic	Single	1	College	40K-50K
396	Michigan	26-35	M	White/Other	Married	2		> 125K
397	Texas	66+	F	White/Other	Married	0		< 15K
398	Ohio	66+	M	White/Other	Married	0	College	50K-75K
399	Ohio	66+	M	White/Other	Married	1	High School	40K-50K
400	Kentucky	66+	F	White/Other	Married	0	High School	20K-30K
401	Missouri	18-25	M	White/Other	Married	0	College	20K-30K
402	Florida	26-35	F	African American	Single	1	High School	20K-30K
403	Michigan	26-35	F	African American	Single	0	High School	< 15K
404	Michigan	56-65	M	White/Other	Single	0	High School	100K-125K
405	North Carolina	66+	M	White/Other	Married	0	High School	50K-75K
406	Georgia	66+	M	White/Other	Married	1	High School	50K-75K
407	Indiana	66+	M	African American	Married	0	High School	40K-50K
408	New York		F	White/Other	Married	3		75K-100K
409	Kentucky	36-45	M	White/Other	Single	1		< 15K
410	Ohio	66+	M	White/Other	Married	0	College	30K-40K
411	New York		M	White/Other	Married	1		40K-50K
412	Iowa	66+	M	White/Other	Married	0	High School	40K-50K
413	North Carolina	26-35	F	African American	Single	0	High School	15K-20K
414	Florida	66+	F	White/Other	Married	0	Grad School	75K-100K
415	Georgia	26-35	F	African American	Married	2	High School	> 125K
416	Kentucky	46-55	F	White/Other	Married	3	Grad School	100K-125K
417	Ohio	66+	M	White/Other	Single	1	High School	50K-75K
418	Florida	56-65	M	Asian	Married	1	High School	40K-50K
419	Florida	46-55	M	White/Other	Married	2	College	20K-30K
420	Ohio	66+	F	White/Other	Single	0	High School	20K-30K
421	Florida	36-45	F	Hispanic	Married	2	College	100K-125K
422	Louisiana	56-65	M	White/Other	Married	1	High School	100K-125K
423	Texas	56-65	F	Hispanic	Single	0	College	50K-75K
424	Nevada	46-55	F	White/Other	Single	3	High School	50K-75K
425	Oklahoma	26-35	F	White/Other	Married	0	College	75K-100K
426	North Carolina	36-45	F	White/Other	Married	1	High School	50K-75K
427	Arkansas	66+	M	Hispanic	Married	1		100K-125K
428	Louisiana	26-35	F	African American	Married	0	High School	30K-40K
429	New York	66+	F	White/Other	Married	0	Grad School	50K-75K
430	Massachusetts	66+	M	White/Other	Married	0	College	30K-40K
431	Texas	66+	M	White/Other	Married	1	Grad School	100K-125K
432	New York		M	White/Other	Married	1		> 125K
433	Texas	26-35	F	Asian	Single	2	Grad School	20K-30K
434	Oklahoma	56-65	F	White/Other	Single	1	College	30K-40K
435	Michigan	66+	F	White/Other	Married	1	High School	> 125K
436	Michigan	46-55	F	White/Other	Married	0	College	50K-75K
437	Texas		M	White/Other	Married	1		> 125K
438	Ohio	66+	M	White/Other	Married	0	High School	50K-75K
439	Virginia	56-65	F	White/Other	Married	1	High School	> 125K
440	Michigan	66+	F	White/Other	Married	0	High School	20K-30K
441	Indiana	46-55	M	White/Other	Married	0	High School	> 125K
442	Maine			White/Other	Single	1		40K-50K
443	Ohio	36-45	F	White/Other	Single	0	High School	75K-100K
444	Texas	26-35	M	White/Other	Married	3	Grad School	100K-125K
445	Missouri	66+	F	White/Other	Married	0	Grad School	75K-100K
446	Iowa	36-45	M	White/Other	Single	1	High School	50K-75K
447	Alabama	18-25	M	African American	Married	1		15K-20K
448	Texas	26-35	M	Hispanic	Married	2	High School	15K-20K
449	Michigan	46-55	M	African American	Married	1	Grad School	40K-50K
450	Maryland	66+	M	African American	Married	1	Grad School	100K-125K
451	Iowa	56-65	F	White/Other	Married	0	High School	40K-50K
452	Illinois	56-65	M	White/Other	Married	1	High School	50K-75K
453	Maine	36-45	F	White/Other	Single	1	College	40K-50K
454	Texas	66+	F	White/Other	Married	0	Grad School	75K-100K
455	Ohio	36-45	M	White/Other	Married	0	High School	75K-100K
456	New Jersey	66+	F	White/Other	Married	1		75K-100K
457	Connecticut	46-55	F	White/Other	Married	1	College	> 125K
458	New York	46-55	F	White/Other	Married	2	College	> 125K
459	Pennsylvania	66+	F	White/Other	Married	0	High School	20K-30K
